state,year,quarter,transaction_type,count,amount,avg_transaction_value,year_quarter,transaction_category
Jammu & Kashmir,2021,1,Others,98042,47124854.989329115,480.6598701508447,2021-Q1,others
Jammu & Kashmir,2021,4,Peer-to-peer payments,6852001,31444247707.630074,4589.060583562389,2021-Q4,peer-to-peer payments
Jammu & Kashmir,2021,4,Merchant payments,5399465,6026170895.591109,1116.0681466758483,2021-Q4,merchant payments
Jammu & Kashmir,2021,4,Recharge & bill payments,4358892,1334473410.4377313,306.14968446975314,2021-Q4,recharge & bill payments
Jammu & Kashmir,2021,4,Financial Services,20269,34425387.51761782,1698.4255522037506,2021-Q4,financial services
Jammu & Kashmir,2021,4,Others,160001,86920024.59513804,543.2467584273726,2021-Q4,others
Jammu & Kashmir,2021,2,Peer-to-peer payments,3955437,19502438177.8094,4930.539451850554,2021-Q2,peer-to-peer payments
Jammu & Kashmir,2021,2,Recharge & bill payments,3568970,892467613.5545956,250.06307521626564,2021-Q2,recharge & bill payments
Jammu & Kashmir,2021,2,Merchant payments,2378307,2343370985.5822287,985.3105530876496,2021-Q2,merchant payments
Jammu & Kashmir,2021,2,Financial Services,19432,21897796.187056318,1126.8935872301522,2021-Q2,financial services
Jammu & Kashmir,2021,2,Others,105673,53580855.45836207,507.0439512303244,2021-Q2,others
Jammu & Kashmir,2021,3,Peer-to-peer payments,5621108,26562997915.198593,4725.5804220802365,2021-Q3,peer-to-peer payments
Jammu & Kashmir,2021,3,Recharge & bill payments,4192099,1126801385.0108979,268.7916924220773,2021-Q3,recharge & bill payments
Jammu & Kashmir,2021,3,Merchant payments,3197489,3818849262.990345,1194.3275685984675,2021-Q3,merchant payments
Jammu & Kashmir,2021,3,Financial Services,16071,27585395.493344467,1716.4703810182607,2021-Q3,financial services
Jammu & Kashmir,2021,3,Others,124274,62209689.3389434,500.58491187974477,2021-Q3,others
Nagaland,2024,1,Peer-to-peer payments,2252013,8080209969.0,3587.994371702117,2024-Q1,peer-to-peer payments
Nagaland,2024,1,Merchant payments,1406740,1731421124.0,1230.8039324964102,2024-Q1,merchant payments
Nagaland,2024,1,Recharge & bill payments,595725,227556519.0,381.9824902429812,2024-Q1,recharge & bill payments
Nagaland,2024,1,Financial Services,2602,3951600.0,1518.6779400461185,2024-Q1,financial services
Nagaland,2024,1,Others,1844,1776096.0,963.175704989154,2024-Q1,others
Nagaland,2024,4,Peer-to-peer payments,3650092,10820675194.0,2964.493824813183,2024-Q4,peer-to-peer payments
Nagaland,2024,4,Merchant payments,3599232,2864643406.0,795.9040723132046,2024-Q4,merchant payments
Nagaland,2024,4,Recharge & bill payments,653702,265920419.0,406.79150285604146,2024-Q4,recharge & bill payments
Nagaland,2024,4,Financial Services,16507,6341057.0,384.14351487247836,2024-Q4,financial services
Nagaland,2024,4,Others,2019,1518600.0,752.1545319465082,2024-Q4,others
Nagaland,2024,2,Peer-to-peer payments,2655039,8746750126.0,3294.396099642981,2024-Q2,peer-to-peer payments
Nagaland,2024,2,Merchant payments,2310391,2028921372.0,878.172297243194,2024-Q2,merchant payments
Nagaland,2024,2,Recharge & bill payments,626712,228501471.0,364.6036313330525,2024-Q2,recharge & bill payments
Nagaland,2024,2,Financial Services,4449,6400726.0,1438.6886940885593,2024-Q2,financial services
Nagaland,2024,2,Others,2109,2339401.0,1109.2465623518256,2024-Q2,others
Nagaland,2024,3,Peer-to-peer payments,3226550,9580356158.0,2969.22600238645,2024-Q3,peer-to-peer payments
Nagaland,2024,3,Merchant payments,3070195,2427367862.0,790.6233519369291,2024-Q3,merchant payments
Nagaland,2024,3,Recharge & bill payments,675444,263008367.0,389.3858957959505,2024-Q3,recharge & bill payments
Nagaland,2024,3,Financial Services,7303,8841059.0,1210.6064630973572,2024-Q3,financial services
Nagaland,2024,3,Others,2143,1741722.0,812.749416705553,2024-Q3,others
Nagaland,2022,1,Peer-to-peer payments,963378,4798355631.574022,4980.761063231694,2022-Q1,peer-to-peer payments
Nagaland,2022,1,Recharge & bill payments,529038,175942440.62210858,332.5705159593613,2022-Q1,recharge & bill payments
Nagaland,2022,1,Merchant payments,425336,563650239.9471383,1325.1881805140838,2022-Q1,merchant payments
Nagaland,2022,1,Financial Services,2022,2503998.824974763,1238.377262598795,2022-Q1,financial services
Nagaland,2022,1,Others,6178,4499397.927512417,728.2936107983841,2022-Q1,others
Nagaland,2022,4,Peer-to-peer payments,1314122,5888068476.789,4480.610230092031,2022-Q4,peer-to-peer payments
Nagaland,2022,4,Merchant payments,647805,906834415.4525998,1399.857079603584,2022-Q4,merchant payments
Nagaland,2022,4,Recharge & bill payments,508230,170028535.796474,334.55037246221985,2022-Q4,recharge & bill payments
Nagaland,2022,4,Financial Services,2104,1909585.0695077945,907.5974664961001,2022-Q4,financial services
Nagaland,2022,4,Others,3944,3125371.2064643847,792.4369184747426,2022-Q4,others
Nagaland,2022,2,Peer-to-peer payments,1032542,4933041257.229492,4777.569587706352,2022-Q2,peer-to-peer payments
Nagaland,2022,2,Merchant payments,513456,640665988.1540827,1247.7524620494894,2022-Q2,merchant payments
Nagaland,2022,2,Recharge & bill payments,479322,162238616.41478142,338.4752137702451,2022-Q2,recharge & bill payments
Nagaland,2022,2,Financial Services,1547,1519503.219426635,982.2257397715805,2022-Q2,financial services
Nagaland,2022,2,Others,4462,2819984.0024981033,632.0000005598617,2022-Q2,others
Nagaland,2022,3,Peer-to-peer payments,990896,4568905305.863961,4610.882782717825,2022-Q3,peer-to-peer payments
Nagaland,2022,3,Merchant payments,467257,642368278.6360128,1374.7643772827648,2022-Q3,merchant payments
Nagaland,2022,3,Recharge & bill payments,430854,148324294.67210707,344.25651072545935,2022-Q3,recharge & bill payments
Nagaland,2022,3,Financial Services,1479,2345498.6025009975,1585.867885396212,2022-Q3,financial services
Nagaland,2022,3,Others,3627,2457117.2762476145,677.4516890674427,2022-Q3,others
Nagaland,2023,1,Peer-to-peer payments,1499574,6682278926.0,4456.118154889322,2023-Q1,peer-to-peer payments
Nagaland,2023,1,Recharge & bill payments,594157,217058376.0,365.32158335254826,2023-Q1,recharge & bill payments
Nagaland,2023,1,Merchant payments,586135,908765354.0,1550.4369368831412,2023-Q1,merchant payments
Nagaland,2023,1,Financial Services,2116,3157626.0,1492.2618147448015,2023-Q1,financial services
Nagaland,2023,1,Others,3588,3137572.0,874.4626532887403,2023-Q1,others
Nagaland,2023,4,Peer-to-peer payments,2108656,7951828073.0,3771.0409251200763,2023-Q4,peer-to-peer payments
Nagaland,2023,4,Merchant payments,1114580,1506769625.0,1351.8721177483894,2023-Q4,merchant payments
Nagaland,2023,4,Recharge & bill payments,569355,210015855.0,368.8662697262692,2023-Q4,recharge & bill payments
Nagaland,2023,4,Financial Services,2722,4005037.0,1471.3581925055107,2023-Q4,financial services
Nagaland,2023,4,Others,1866,1956832.0,1048.6773847802788,2023-Q4,others
Nagaland,2023,2,Peer-to-peer payments,1617109,6785635810.0,4196.152399127084,2023-Q2,peer-to-peer payments
Nagaland,2023,2,Merchant payments,727260,1034147550.0,1421.9777658609025,2023-Q2,merchant payments
Nagaland,2023,2,Recharge & bill payments,572760,197242689.0,344.37231824848106,2023-Q2,recharge & bill payments
Nagaland,2023,2,Financial Services,2070,1698008.0,820.2937198067633,2023-Q2,financial services
Nagaland,2023,2,Others,2802,2675253.0,954.7655246252676,2023-Q2,others
Nagaland,2023,3,Peer-to-peer payments,1885439,7170452325.0,3803.067786865552,2023-Q3,peer-to-peer payments
Nagaland,2023,3,Merchant payments,941540,1233761672.0,1310.3656477685495,2023-Q3,merchant payments
Nagaland,2023,3,Recharge & bill payments,589934,204490934.0,346.63357934955434,2023-Q3,recharge & bill payments
Nagaland,2023,3,Financial Services,3255,5608850.0,1723.1490015360982,2023-Q3,financial services
Nagaland,2023,3,Others,2163,1985892.0,918.119278779473,2023-Q3,others
Nagaland,2019,1,Recharge & bill payments,87596,20020458.076388802,228.55447824545416,2019-Q1,recharge & bill payments
Nagaland,2019,1,Peer-to-peer payments,71642,411855878.2498224,5748.804866556243,2019-Q1,peer-to-peer payments
Nagaland,2019,1,Merchant payments,7306,8187940.322092213,1120.7145253342749,2019-Q1,merchant payments
Nagaland,2019,1,Financial Services,430,101072.89773317604,235.05325054226986,2019-Q1,financial services
Nagaland,2019,1,Others,1605,1776362.8662935253,1106.7681409928507,2019-Q1,others
Nagaland,2019,4,Recharge & bill payments,172761,39720745.597670965,229.91731697357022,2019-Q4,recharge & bill payments
Nagaland,2019,4,Peer-to-peer payments,128674,777298578.6127516,6040.836366420191,2019-Q4,peer-to-peer payments
Nagaland,2019,4,Merchant payments,13578,15460907.228900284,1138.6733855428106,2019-Q4,merchant payments
Nagaland,2019,4,Financial Services,499,283291.7740842187,567.7189861407189,2019-Q4,financial services
Nagaland,2019,4,Others,1658,1773615.1353679793,1069.7316859879247,2019-Q4,others
Nagaland,2019,2,Recharge & bill payments,92492,21350211.07781426,230.83305667316372,2019-Q2,recharge & bill payments
Nagaland,2019,2,Peer-to-peer payments,81065,487705354.46570444,6016.22592321846,2019-Q2,peer-to-peer payments
Nagaland,2019,2,Merchant payments,12949,8990954.079767609,694.3357849847563,2019-Q2,merchant payments
Nagaland,2019,2,Financial Services,286,129758.00259777348,453.69930978242473,2019-Q2,financial services
Nagaland,2019,2,Others,1961,1890404.5326202572,964.0002716064545,2019-Q2,others
Nagaland,2019,3,Recharge & bill payments,145812,33293527.93210053,228.3318789406944,2019-Q3,recharge & bill payments
Nagaland,2019,3,Peer-to-peer payments,100736,601803135.4703114,5974.062256495308,2019-Q3,peer-to-peer payments
Nagaland,2019,3,Merchant payments,13031,13381591.199777838,1026.9043971896124,2019-Q3,merchant payments
Nagaland,2019,3,Financial Services,210,229319.84921986386,1091.9992819993518,2019-Q3,financial services
Nagaland,2019,3,Others,2089,2248897.2620018576,1076.5424901875815,2019-Q3,others
Nagaland,2018,1,Recharge & bill payments,28198,5361675.549623315,190.1438240167145,2018-Q1,recharge & bill payments
Nagaland,2018,1,Peer-to-peer payments,11631,69830122.02063876,6003.793484708001,2018-Q1,peer-to-peer payments
Nagaland,2018,1,Merchant payments,822,1170667.4151649117,1424.1696048234935,2018-Q1,merchant payments
Nagaland,2018,1,Financial Services,399,299016.7345620737,749.41537484229,2018-Q1,financial services
Nagaland,2018,1,Others,1795,1344409.3661360394,748.9745772345623,2018-Q1,others
Nagaland,2018,4,Recharge & bill payments,72881,16615511.42043031,227.98138637546563,2018-Q4,recharge & bill payments
Nagaland,2018,4,Peer-to-peer payments,53723,358926253.43094724,6681.053802485849,2018-Q4,peer-to-peer payments
Nagaland,2018,4,Merchant payments,10350,10500634.794542974,1014.5540864292728,2018-Q4,merchant payments
Nagaland,2018,4,Financial Services,587,216127.40846239947,368.1897929512768,2018-Q4,financial services
Nagaland,2018,4,Others,1792,1754940.4912408509,979.3194705585105,2018-Q4,others
Nagaland,2018,2,Recharge & bill payments,41959,9139467.703980098,217.819006744205,2018-Q2,recharge & bill payments
Nagaland,2018,2,Peer-to-peer payments,20099,140193107.69683594,6975.128498772871,2018-Q2,peer-to-peer payments
Nagaland,2018,2,Merchant payments,1529,2293935.490835924,1500.2848206905978,2018-Q2,merchant payments
Nagaland,2018,2,Financial Services,379,153458.5231626137,404.90375504647415,2018-Q2,financial services
Nagaland,2018,2,Others,1633,1545608.465487119,946.4840572486951,2018-Q2,others
Nagaland,2018,3,Recharge & bill payments,54885,12664922.724117381,230.75380749052349,2018-Q3,recharge & bill payments
Nagaland,2018,3,Peer-to-peer payments,33930,223964723.15160483,6600.78759656955,2018-Q3,peer-to-peer payments
Nagaland,2018,3,Merchant payments,3518,3631042.2777308393,1032.1325405715859,2018-Q3,merchant payments
Nagaland,2018,3,Financial Services,460,125171.61850935029,272.1122141507615,2018-Q3,financial services
Nagaland,2018,3,Others,1578,1406883.1646908007,891.560940868695,2018-Q3,others
Nagaland,2020,1,Recharge & bill payments,221741,53662023.32016543,242.0031627897657,2020-Q1,recharge & bill payments
Nagaland,2020,1,Peer-to-peer payments,135966,821508819.5893908,6042.01653052521,2020-Q1,peer-to-peer payments
Nagaland,2020,1,Merchant payments,18249,17663339.36989499,967.9072480626329,2020-Q1,merchant payments
Nagaland,2020,1,Financial Services,528,215066.78349539996,407.32345358977267,2020-Q1,financial services
Nagaland,2020,1,Others,1567,1730779.6714233835,1104.517977934514,2020-Q1,others
Nagaland,2020,4,Peer-to-peer payments,417393,2563827858.0487146,6142.479289419599,2020-Q4,peer-to-peer payments
Nagaland,2020,4,Recharge & bill payments,335297,91929581.87730268,274.1735890189971,2020-Q4,recharge & bill payments
Nagaland,2020,4,Merchant payments,90496,113115660.17405558,1249.952044002559,2020-Q4,merchant payments
Nagaland,2020,4,Financial Services,1068,1017278.309874404,952.5077807812771,2020-Q4,financial services
Nagaland,2020,4,Others,3571,3194492.1527384534,894.5651505848372,2020-Q4,others
